CNPJ,ProtocoloId2,Bairro (1),Situação,Data da Emissão,Grau de Risco,Principal Atividade,Item,"CNAE
(Especializado)",Descrição da Atividade,Risco Sanitário (RS),SEGMENTO DA ATIVIDADE ECONÔMICA,SUBGRUPO,Classificação Manual,Bairro (2),IDH,label_licenciados,Atividades
29836573000131.0,460.0,Lírio do Vale,Aguardando Solicitação,?,Alto Risco,1091101.0,26.0,109110100.0,"Fabricação de produtos de
panificação industrial",Alto Risco,PRODUTOS,ALIMENTOS,Oeste,Canaã,Baixo,Não Licenciados,{1091-1/01}
23007740000155.0,461.0,Colônia Oliveira Machado,Aguardando Solicitação,?,Baixo Risco,4723700.0,133.0,472370000.0,Comércio varejista de bebidas,Baixo Risco B,PRODUTOS,ALIMENTOS,Sul,Canaã,Baixo,Não Licenciados,"{4723-7/00,4712-1/00,4724-5/00,4721-1/02}"
84521053002868.0,14705.0,Sao Jose,Emitido,2021-03-15 00:00:00,Alto Risco,4772500.0,140.0,477250000.0,"Comércio varejista de cosméticos, produtos de perfumaria e de higiene pessoal",Baixo Risco B,PRODUTOS,COSMÉTICOS,Centro-Sul,Canaã,Baixo,Licenciados,"{4772-5/00,4713-0/02,4773-3/00,4771-7/01}"
30007901000176.0,466.0,Sao Jose,Aguardando Solicitação,?,Alto Risco,8630502.0,202.0,863050200.0,"Atividade médica ambulatorial com recursos para realização de exames
complementares",Alto Risco,SERVIÇOS,ASSISTÊNCIA À SAÚDE,Centro-Sul,Canaã,Baixo,Não Licenciados,{8630-5/02}
30045741000150.0,467.0,Centro,Aguardando Solicitação,?,Baixo Risco,4729602.0,135.0,472960200.0,Comércio varejista de mercadorias em lojas de conveniência,Baixo Risco B,PRODUTOS,ALIMENTOS,Sul,Canaã,Baixo,Não Licenciados,"{4729-6/02,5611-2/03}"
5663849000169.0,11986.0,Novo Aleixo,Emitido,2020-02-10 00:00:00,Alto Risco,5620101.0,168.0,562010100.0,Fornecimento de alimentos preparados preponderantemente para empresas,Alto Risco,PRODUTOS,ALIMENTOS,Norte,Canaã,Baixo,Licenciados,{5620-1/01}
7928829000106.0,470.0,Distrito Industrial,Aguardando Solicitação,?,Baixo Risco,5611201.0,160.0,561120101.0,"Restaurantes e similares com fornecimento de música
(uso de som amplificado)",Baixo Risco B,PRODUTOS,ALIMENTOS,Sul,Canaã,Baixo,Não Licenciados,{5611-2/01.02}
28517461000155.0,473.0,Cidade Nova,Indeferido,?,Alto Risco,4637199.0,111.0,463719900.0,Comércio atacadista especializado em outros produtos alimentícios não especificados anteriormente,Baixo Risco B,PRODUTOS,ALIMENTOS,Norte,Canaã,Baixo,Não Licenciados,"{4637-1/99,5620-1/04,5620-1/01,4721-1/03}"
25211661000197.0,883.0,Centro,Aguardando Solicitação,?,Alto Risco,8630504.0,204.0,863050400.0,Atividade odontológica,Alto Risco,SERVIÇOS,ASSISTÊNCIA À SAÚDE,Sul,Canaã,Baixo,Não Licenciados,{8630-5/04}
29093113000160.0,7753.0,Flores,Emitido Sob Inspeção,2021-03-18 00:00:00,Baixo Risco,4721104.0,130.0,472110400.0,"Comércio varejista de doces, balas, bombons e semelhantes",Baixo Risco B,PRODUTOS,ALIMENTOS,Centro-Sul,Canaã,Baixo,Licenciados,"{4721-1/04,4712-1/00,5611-2/03,4721-1/03,4721-1/02}"
3543368000194.0,477.0,Flores,Indeferido,?,Baixo Risco,5611201.0,160.0,561120101.0,"Restaurantes e similares com fornecimento de música
(uso de som amplificado)",Baixo Risco B,PRODUTOS,ALIMENTOS,Centro-Sul,Canaã,Baixo,Não Licenciados,{5611-2/01.02}
63692180001373.0,4148.0,Praça 14 de Janeiro,Emitido,2019-02-07 00:00:00,Baixo Risco,8599699.0,193.0,859969900.0,Outras atividades de ensino não especificadas anteriormente,Baixo Risco B,SERVIÇOS,INTERESSE Á SAÚDE,Sul,Adrianópolis,Baixíssimo,Licenciados,{8599-6/99}
3899381000180.0,9039.0,Distrito Industrial,Emitido,2020-11-08 00:00:00,Alto Risco,1122499.0,46.0,112249900.0,Fabricação de outras bebidas não alcoólicas não especificadas anteriormente,Alto Risco,PRODUTOS,ALIMENTOS,Sul,Canaã,Baixo,Licenciados,"{1122-4/99,2093-2/00.01,4637-1/99,2110-6/00,1099-6/06,7120-1/00.01,2029-1/00,1099-6/99.99,6462-0/00,4639-7/01}"
4275046000174.0,12036.0,Petrópolis,Em análise,?,Alto Risco,8720499.0,250.0,872049900.0,"Atividades de assistência psicossocial e à saúde a portadores de distúrbios psíquicos, deficiência mental e dependência química e grupos similares
não especificadas anteriormente",Alto Risco,SERVIÇOS,ASSISTÊNCIA À SAÚDE,Sul,Canaã,Baixo,Em processo,"{8720-4/99,9430-8/00}"
24634546000243.0,484.0,Parque Dez de Novembro,Aguardando Solicitação,?,Baixo Risco,4729699.0,136.0,472969900.0,"Comércio varejista de produtos alimentícios em geral ou especializado em produtos alimentícios não
especificados anteriormente",Baixo Risco B,PRODUTOS,ALIMENTOS,Centro-Sul,Canaã,Baixo,Não Licenciados,"{4729-6/99,5611-2/03}"
17595085000109.0,485.0,N. S. Das Gracas,Indeferido,?,Baixo Risco,5611201.0,160.0,561120101.0,"Restaurantes e similares com fornecimento de música
(uso de som amplificado)",Baixo Risco B,PRODUTOS,ALIMENTOS,Centro-Sul,Canaã,Baixo,Não Licenciados,{5611-2/01}
22131728000195.0,486.0,D. Pedro,Aguardando Solicitação,?,Alto Risco,8630503.0,203.0,863050300.0,Atividade médica ambulatorial restrita a consultas,Baixo Risco B,SERVIÇOS,ASSISTÊNCIA À SAÚDE,Centro-Oeste,Canaã,Baixo,Não Licenciados,"{8630-5/03,8610-1/01,9602-5/02,8630-5/02,8630-5/01,8630-5/04}"
13280356000178.0,6129.0,N. S. Das Gracas,Em Exigência,?,Alto Risco,8630502.0,202.0,863050200.0,"Atividade médica ambulatorial com recursos para realização de exames
complementares",Alto Risco,SERVIÇOS,ASSISTÊNCIA À SAÚDE,Centro-Sul,Canaã,Baixo,Em processo,"{8630-5/02,8630-5/01}"
13291631000159.0,15638.0,Cachoeirinha,Aguardando Solicitação,?,Alto Risco,8630504.0,204.0,863050400.0,Atividade odontológica,Alto Risco,SERVIÇOS,ASSISTÊNCIA À SAÚDE,Sul,Canaã,Baixo,Não Licenciados,{8630-5/04}
12544442000188.0,492.0,Redenção,Indeferido,?,Alto Risco,8630504.0,204.0,863050400.0,Atividade odontológica,Alto Risco,SERVIÇOS,ASSISTÊNCIA À SAÚDE,Centro-Oeste,Canaã,Baixo,Não Licenciados,{8630-5/04}
3157365000112.0,497.0,Centro,Aguardando Solicitação,?,Baixo Risco,5590603.0,158.0,559060300.0,Pensões (alojamento),Baixo Risco B,SERVIÇOS,INTERESSE Á SAÚDE,Sul,Canaã,Baixo,Não Licenciados,"{5590-6/03,4616-8/00,5611-2/02.02}"
28809468000140.0,498.0,Adrianópolis,Aguardando Solicitação,?,Baixo Risco,5611203.0,163.0,561120300.0,"Lanchonetes, casas de chá,
de sucos e similares",Baixo Risco B,PRODUTOS,ALIMENTOS,Centro-Sul,Canaã,Baixo,Não Licenciados,{5611-2/03}
10315857000154.0,499.0,Da Paz,Aguardando Solicitação,?,Baixo Risco,4712100.0,127.0,471210000.0,"Comércio varejista de mercadorias em geral, com predominância de produtos
alimentícios - minimercados, mercearias e armazéns",Baixo Risco B,PRODUTOS,ALIMENTOS,Centro-Oeste,Canaã,Baixo,Não Licenciados,{4712-1/00}
19921806000140.0,500.0,Centro,Aguardando Solicitação,?,Alto Risco,1031700.0,2.0,103170001.0,Fabricação de conservas de frutas,Risco Condicionado,PRODUTOS,ALIMENTOS,Sul,Canaã,Baixo,Não Licenciados,"{1031-7/00.01,1053-8/00,1033-3/01}"
6352505000100.0,6195.0,Alvorada,Emitido,2020-06-30 00:00:00,Alto Risco,4772500.0,140.0,477250000.0,"Comércio varejista de cosméticos, produtos de perfumaria e de higiene pessoal",Baixo Risco B,PRODUTOS,COSMÉTICOS,Oeste,Canaã,Baixo,Licenciados,"{4772-5/00,4771-7/01}"
23016583000144.0,502.0,Compensa,Aguardando Solicitação,?,Alto Risco,8630504.0,204.0,863050400.0,Atividade odontológica,Alto Risco,SERVIÇOS,ASSISTÊNCIA À SAÚDE,Oeste,Canaã,Baixo,Não Licenciados,{8630-5/04}
3322936000127.0,10074.0,N. S. Das Gracas,Aguardando Solicitação,2020-08-26 10:34:30.066855,Alto Risco,8630503.0,203.0,863050300.0,Atividade médica ambulatorial restrita a consultas,Baixo Risco B,SERVIÇOS,ASSISTÊNCIA À SAÚDE,Centro-Sul,Canaã,Baixo,Não Licenciados,"{8630-5/03,8690-9/99.99,8640-2/99,8630-5/02,8640-2/09}"
27091392000106.0,8618.0,Adrianópolis,Em Exigência,2020-06-25 09:54:46.724856,Baixo Risco,8630503.0,203.0,863050300.0,Atividade médica ambulatorial restrita a consultas,Baixo Risco B,SERVIÇOS,ASSISTÊNCIA À SAÚDE,Centro-Sul,Canaã,Baixo,Em processo,"{8630-5/03,8650-0/01,8630-5/99,8650-0/04}"
10476469000236.0,3795.0,Adrianópolis,Emitido,2019-01-28 00:00:00,Baixo Risco,5611201.0,160.0,561120101.0,"Restaurantes e similares com fornecimento de música
(uso de som amplificado)",Baixo Risco B,PRODUTOS,ALIMENTOS,Centro-Sul,Adrianópolis,Baixíssimo,Licenciados,{5611-2/01.02}
1622220000110.0,4164.0,Cidade de Deus,Emitido Sob Inspeção,2020-05-08 00:00:00,Baixo Risco,4723700.0,133.0,472370000.0,Comércio varejista de bebidas,Baixo Risco B,PRODUTOS,ALIMENTOS,Norte,Canaã,Baixo,Licenciados,"{4723-7/00,4712-1/00,4761-0/03,4744-0/99,4722-9/01,4721-1/02}"
30116158000192.0,507.0,Parque Dez de Novembro,Aguardando Solicitação,?,Alto Risco,4729602.0,135.0,472960200.0,Comércio varejista de mercadorias em lojas de conveniência,Baixo Risco B,PRODUTOS,ALIMENTOS,Centro-Sul,Canaã,Baixo,Não Licenciados,"{4729-6/02,9609-2/06}"
29968508000160.0,508.0,Sao Jorge,Aguardando Solicitação,?,Baixo Risco,1091102.0,27.0,109110200.0,Fabricação de produtos de padaria e confeitaria com predominância de produção própria,Baixo Risco B,PRODUTOS,ALIMENTOS,Oeste,Canaã,Baixo,Não Licenciados,{1091-1/02}
26635225000108.0,859.0,Colônia Santo Antônio,Emitido,2018-08-06 00:00:00,Alto Risco,8630504.0,204.0,863050400.0,Atividade odontológica,Alto Risco,SERVIÇOS,ASSISTÊNCIA À SAÚDE,Oeste,Armando Mendes,Baixíssimo,Licenciados,{8630-5/04}
28741448000185.0,511.0,Cachoeirinha,Aguardando Solicitação,?,Alto Risco,5590699.0,159.0,559069900.0,Outros alojamentos não especificados anteriormente,Baixo Risco B,SERVIÇOS,INTERESSE Á SAÚDE,Sul,Canaã,Baixo,Não Licenciados,"{5590-6/99,9601-7/01}"
29602055000153.0,513.0,Educando,Indeferido,?,Alto Risco,8640202.0,209.0,864020200.0,Laboratórios clínicos,Alto Risco,SERVIÇOS,ASSISTÊNCIA À SAÚDE,Sul,Canaã,Baixo,Não Licenciados,"{8640-2/02,8640-2/01}"
29982880000120.0,515.0,Flores,Aguardando Solicitação,?,Baixo Risco,5611201.0,160.0,561120101.0,"Restaurantes e similares com fornecimento de música
(uso de som amplificado)",Baixo Risco B,PRODUTOS,ALIMENTOS,Centro-Sul,Canaã,Baixo,Não Licenciados,"{5611-2/01.01,5611-2/02.01}"
30256471000126.0,516.0,N. S. Aparecida,Aguardando Solicitação,?,Alto Risco,8712300.0,248.0,871230000.0,Atividades de fornecimento de infra-estrutura de apoio e assistência a paciente no domicílio,Alto Risco,SERVIÇOS,ASSISTÊNCIA À SAÚDE,Sul,Canaã,Baixo,Não Licenciados,{8712-3/00}
6101937000130.0,517.0,Zumbi dos Palmares,Aguardando Solicitação,?,Alto Risco,4772500.0,140.0,477250000.0,"Comércio varejista de cosméticos, produtos de perfumaria e de higiene pessoal",Baixo Risco B,PRODUTOS,COSMÉTICOS,Leste,Canaã,Baixo,Não Licenciados,"{4772-5/00,4771-7/03,4771-7/01}"
29952756000112.0,518.0,Nova Esperanca,Aguardando Solicitação,?,Baixo Risco,4723700.0,133.0,472370000.0,Comércio varejista de bebidas,Baixo Risco B,PRODUTOS,ALIMENTOS,Oeste,Canaã,Baixo,Não Licenciados,"{4723-7/00,4755-5/03}"
21469285000184.0,520.0,Centro,Aguardando Solicitação,?,Baixo Risco,4712100.0,127.0,471210000.0,"Comércio varejista de mercadorias em geral, com predominância de produtos
alimentícios - minimercados, mercearias e armazéns",Baixo Risco B,PRODUTOS,ALIMENTOS,Sul,Canaã,Baixo,Não Licenciados,"{4712-1/00,4724-5/00}"
20317076000152.0,525.0,Armando Mendes,Emitido Sob Inspeção,2020-12-11 00:00:00,Baixo Risco,4712100.0,127.0,471210000.0,"Comércio varejista de mercadorias em geral, com predominância de produtos
alimentícios - minimercados, mercearias e armazéns",Baixo Risco B,PRODUTOS,ALIMENTOS,Centro-Sul,Canaã,Baixo,Licenciados,"{4712-1/00,4721-1/03,4721-1/02}"
29996178000116.0,526.0,Praça 14 de Janeiro,Aguardando Solicitação,?,Alto Risco,8630504.0,204.0,863050400.0,Atividade odontológica,Alto Risco,SERVIÇOS,ASSISTÊNCIA À SAÚDE,Sul,Canaã,Baixo,Não Licenciados,{8630-5/04}
29717081000127.0,527.0,Raiz,Em Exigência,?,Alto Risco,8630504.0,204.0,863050400.0,Atividade odontológica,Alto Risco,SERVIÇOS,ASSISTÊNCIA À SAÚDE,Sul,Canaã,Baixo,Em processo,{8630-5/04}
29965030000114.0,528.0,Zumbi dos Palmares,Emitido Automaticamente,2020-03-30 00:00:00,Baixo Risco,4712100.0,127.0,471210000.0,"Comércio varejista de mercadorias em geral, com predominância de produtos
alimentícios - minimercados, mercearias e armazéns",Baixo Risco B,PRODUTOS,ALIMENTOS,Leste,Canaã,Baixo,Licenciados,{4712-1/00}
30006580000195.0,530.0,Sao Jose,Aguardando Solicitação,?,Alto Risco,8630504.0,204.0,863050400.0,Atividade odontológica,Alto Risco,SERVIÇOS,ASSISTÊNCIA À SAÚDE,Centro-Sul,Canaã,Baixo,Não Licenciados,{8630-5/04}
30058159000128.0,533.0,N. S. Das Gracas,Aguardando Solicitação,?,Baixo Risco,8650099.0,232.0,865009901.0,Serviços de instrumentação cirúrgica,Risco Condicionado,SERVIÇOS,ASSISTÊNCIA À SAÚDE,Centro-Sul,Canaã,Baixo,Não Licenciados,{8650-0/99.99}
84515071000117.0,535.0,Chapada,Aguardando Solicitação,?,Alto Risco,8610101.0,194.0,861010101.0,"Atividades de atendimento hospitalar, exceto pronto-
socorro e unidades para atendimento a urgências",Alto Risco,SERVIÇOS,ASSISTÊNCIA À SAÚDE,Oeste,Canaã,Baixo,Não Licenciados,"{8610-1/01.01,8650-0/05,8610-1/02,8621-6/02,8621-6/01,8650-0/04}"
29970105000155.0,536.0,Flores,Emitido,2018-10-26 00:00:00,Baixo Risco,4712100.0,127.0,471210000.0,"Comércio varejista de mercadorias em geral, com predominância de produtos
alimentícios - minimercados, mercearias e armazéns",Baixo Risco B,PRODUTOS,ALIMENTOS,Centro-Sul,Armando Mendes,Baixíssimo,Licenciados,{4712-1/00}
8217995000159.0,537.0,Sao Jose,Aguardando Solicitação,?,Baixo Risco,4729699.0,136.0,472969900.0,"Comércio varejista de produtos alimentícios em geral ou especializado em produtos alimentícios não
especificados anteriormente",Baixo Risco B,PRODUTOS,ALIMENTOS,Centro-Sul,Canaã,Baixo,Não Licenciados,"{4729-6/99,4712-1/00,4724-5/00}"
30035488000153.0,12586.0,Cidade Nova,Emitido Automaticamente,2020-09-29 00:00:00,Baixo Risco,4772500.0,140.0,477250000.0,"Comércio varejista de cosméticos, produtos de perfumaria e de higiene pessoal",Baixo Risco B,PRODUTOS,COSMÉTICOS,Norte,Canaã,Baixo,Licenciados,"{4772-5/00,9602-5/02.01}"
27610995000169.0,539.0,Betania,Aguardando Solicitação,?,Alto Risco,8630504.0,204.0,863050400.0,Atividade odontológica,Alto Risco,SERVIÇOS,ASSISTÊNCIA À SAÚDE,Sul,Canaã,Baixo,Não Licenciados,"{8630-5/04,3250-7/06}"
21160719000160.0,540.0,Centro,Aguardando Solicitação,?,Baixo Risco,5611201.0,160.0,561120101.0,"Restaurantes e similares com fornecimento de música
(uso de som amplificado)",Baixo Risco B,PRODUTOS,ALIMENTOS,Sul,Canaã,Baixo,Não Licenciados,"{5611-2/01.01,5590-6/03,5611-2/03,8121-4/00,7820-5/00}"
1906688000136.0,542.0,Novo Aleixo,Aguardando Solicitação,?,Alto Risco,5611203.0,163.0,561120300.0,"Lanchonetes, casas de chá,
de sucos e similares",Baixo Risco B,PRODUTOS,ALIMENTOS,Norte,Canaã,Baixo,Não Licenciados,"{5611-2/03,5620-1/01}"
5544028000103.0,543.0,Centro,Aguardando Solicitação,?,Baixo Risco,5611203.0,163.0,561120300.0,"Lanchonetes, casas de chá,
de sucos e similares",Baixo Risco B,PRODUTOS,ALIMENTOS,Sul,Canaã,Baixo,Não Licenciados,{5611-2/03}
11849868000187.0,545.0,Cidade Nova,Aguardando Solicitação,?,Baixo Risco,4721104.0,130.0,472110400.0,"Comércio varejista de doces, balas, bombons e semelhantes",Baixo Risco B,PRODUTOS,ALIMENTOS,Norte,Canaã,Baixo,Não Licenciados,"{4721-1/04,4723-7/00,4712-1/00,4619-2/00,4721-1/03,4722-9/01}"
10536633000172.0,546.0,Crespo,Aguardando Solicitação,?,Alto Risco,5620101.0,168.0,562010100.0,Fornecimento de alimentos preparados preponderantemente para empresas,Alto Risco,PRODUTOS,ALIMENTOS,Sul,Canaã,Baixo,Não Licenciados,"{5620-1/01,5611-2/01.02}"
30076951000105.0,548.0,Centro,Aguardando Solicitação,?,Baixo Risco,4724500.0,134.0,472450000.0,Comércio varejista de hortifrutigranjeiros,Baixo Risco B,PRODUTOS,ALIMENTOS,Sul,Canaã,Baixo,Não Licenciados,{4724-5/00}
5359271000151.0,551.0,Aparecida,Emitido,2019-05-15 00:00:00,Baixo Risco,8690999.0,240.0,869099999.0,"Outras atividades de atenção
à saúde humana não especificadas anteriormente",Risco Condicionado,SERVIÇOS,ASSISTÊNCIA À SAÚDE,Sul,Canaã,Baixo,Licenciados,{8690-9/99}
30579522000150.0,552.0,Cidade Nova,Aguardando Solicitação,?,Baixo Risco,4723700.0,133.0,472370000.0,Comércio varejista de bebidas,Baixo Risco B,PRODUTOS,ALIMENTOS,Norte,Canaã,Baixo,Não Licenciados,{4723-7/00}
30092791000198.0,554.0,São Jorge,Aguardando Solicitação,?,Baixo Risco,4729699.0,136.0,472969900.0,"Comércio varejista de produtos alimentícios em geral ou especializado em produtos alimentícios não
especificados anteriormente",Baixo Risco B,PRODUTOS,ALIMENTOS,Oeste,Canaã,Baixo,Não Licenciados,"{4729-6/99,4721-1/03}"
6626253118071.0,556.0,Centro,Indeferido,?,Alto Risco,4771701.0,137.0,477170100.0,"Comércio varejista de produtos farmacêuticos, sem
manipulação de fórmulas",Alto Risco,PRODUTOS,MEDICAMENTOS,Sul,Canaã,Baixo,Não Licenciados,{4771-7/01}
30181854000182.0,557.0,Japim,Aguardando Solicitação,?,Baixo Risco,4774100.0,142.0,477410000.0,Comércio varejista de artigos de óptica,Baixo Risco B,PRODUTOS,PPS,Sul,Canaã,Baixo,Não Licenciados,{4774-1/00}
29749954000183.0,559.0,Parque Dez de Novembro,Indeferido,?,Alto Risco,4772500.0,140.0,477250000.0,"Comércio varejista de cosméticos, produtos de perfumaria e de higiene pessoal",Baixo Risco B,PRODUTOS,COSMÉTICOS,Centro-Sul,Canaã,Baixo,Não Licenciados,"{4772-5/00,4771-7/01}"
29086610000131.0,560.0,Flores,Aguardando Solicitação,?,Baixo Risco,9609207.0,269.0,960920700.0,Alojamento de animais domésticos,Baixo Risco B,SERVIÇOS,INTERESSE Á SAÚDE,Centro-Sul,Canaã,Baixo,Não Licenciados,"{9609-2/07,9609-2/08,7500-1/00.01,4771-7/04}"
26885201000107.0,561.0,D. Pedro,Emitido Automaticamente,2021-06-02 00:00:00,Baixo Risco,9602501.0,258.0,960250100.0,"Cabeleireiros, manicure e pedicure",Baixo Risco B,SERVIÇOS,INTERESSE Á SAÚDE,Centro-Oeste,Canaã,Baixo,Licenciados,{9602-5/01}
84507920000190.0,562.0,Distrito Industrial,Aguardando Solicitação,?,Baixo Risco,4930201.0,145.0,493020101.0,"Transporte rodoviário de medicamentos não controlados, municipal",Alto Risco,PRODUTOS,MEDICAMENTOS,Sul,Canaã,Baixo,Não Licenciados,"{4930-2/01.99,5211-7/01}"
8603209000151.0,567.0,Adrianópolis,Aguardando Solicitação,?,Baixo Risco,4729699.0,136.0,472969900.0,"Comércio varejista de produtos alimentícios em geral ou especializado em produtos alimentícios não
especificados anteriormente",Baixo Risco B,PRODUTOS,ALIMENTOS,Centro-Sul,Canaã,Baixo,Não Licenciados,"{4729-6/99,5620-1/02,4721-1/02}"
26512402000169.0,15402.0,Parque Dez de Novembro,Em análise,?,Alto Risco,4772500.0,140.0,477250000.0,"Comércio varejista de cosméticos, produtos de perfumaria e de higiene pessoal",Baixo Risco B,PRODUTOS,COSMÉTICOS,Centro-Sul,Canaã,Baixo,Em processo,"{4772-5/00,4771-7/03,4771-7/02,4771-7/01}"
2827461000591.0,570.0,Praça 14 de Janeiro,Aguardando Solicitação,?,Alto Risco,8640202.0,209.0,864020200.0,Laboratórios clínicos,Alto Risco,SERVIÇOS,ASSISTÊNCIA À SAÚDE,Sul,Canaã,Baixo,Não Licenciados,"{8640-2/02,8660-7/00.01}"
30089402000175.0,571.0,Flores,Aguardando Solicitação,?,Alto Risco,5620104.0,171.0,562010400.0,"Fornecimento de alimentos preparados
preponderantemente para consumo domiciliar",Baixo Risco B,PRODUTOS,ALIMENTOS,Centro-Sul,Canaã,Baixo,Não Licenciados,"{5620-1/04,5611-2/03,5620-1/01,5611-2/02.02,5611-2/01.02,5620-1/02}"
5767020000106.0,574.0,Distrito Industrial,Aguardando Solicitação,?,Baixo Risco,4712100.0,127.0,471210000.0,"Comércio varejista de mercadorias em geral, com predominância de produtos
alimentícios - minimercados, mercearias e armazéns",Baixo Risco B,PRODUTOS,ALIMENTOS,Sul,Canaã,Baixo,Não Licenciados,{4712-1/00}
30049706000109.0,576.0,Centro,Aguardando Solicitação,?,Baixo Risco,8630503.0,203.0,863050300.0,Atividade médica ambulatorial restrita a consultas,Baixo Risco B,SERVIÇOS,ASSISTÊNCIA À SAÚDE,Sul,Canaã,Baixo,Não Licenciados,{8630-5/03}
23972239000129.0,577.0,Novo Aleixo,Aguardando Solicitação,?,Baixo Risco,4721102.0,128.0,472110200.0,Padaria e confeitaria com predominância de revenda,Baixo Risco B,PRODUTOS,ALIMENTOS,Norte,Canaã,Baixo,Não Licenciados,{4721-1/02}
30141539000121.0,578.0,Sao Jose,Aguardando Solicitação,?,Alto Risco,5611201.0,160.0,561120101.0,"Restaurantes e similares com fornecimento de música
(uso de som amplificado)",Baixo Risco B,PRODUTOS,ALIMENTOS,Centro-Sul,Canaã,Baixo,Não Licenciados,"{5611-2/01.01,4721-1/04,4723-7/00,4729-6/99,5620-1/04,5611-2/03,5620-1/01,5611-2/02.02,5620-1/02,5620-1/03}"
21437838000206.0,580.0,Gloria,Aguardando Solicitação,?,Baixo Risco,4721103.0,129.0,472110300.0,Comércio varejista de laticínios e frios,Baixo Risco B,PRODUTOS,ALIMENTOS,Oeste,Canaã,Baixo,Não Licenciados,{4721-1/03}
30214285000124.0,582.0,N. S. Das Gracas,Aguardando Solicitação,?,Alto Risco,8610102.0,197.0,861010200.0,"Atividades de atendimento em pronto-socorro e
unidades hospitalares para atendimento a urgências",Alto Risco,SERVIÇOS,ASSISTÊNCIA À SAÚDE,Centro-Sul,Canaã,Baixo,Não Licenciados,"{8610-1/02,8630-5/99}"
27080433000150.0,584.0,Santo Agostinho,Indeferido,?,Alto Risco,4723700.0,133.0,472370000.0,Comércio varejista de bebidas,Baixo Risco B,PRODUTOS,ALIMENTOS,Oeste,Canaã,Baixo,Não Licenciados,"{4723-7/00,4729-6/99,4712-1/00,4618-4/01,4771-7/01}"
21597558000176.0,11748.0,N. S. Das Gracas,Emitido Sob Inspeção,2020-08-17 00:00:00,Baixo Risco,8650005.0,229.0,865000500.0,Atividades de terapia ocupacional,Baixo Risco B,SERVIÇOS,ASSISTÊNCIA À SAÚDE,Centro-Sul,Canaã,Baixo,Licenciados,"{8650-0/05,8650-0/06,9313-1/00,8650-0/03.01,8690-9/01,8650-0/99.99,8650-0/04}"
30167461000114.0,587.0,Sao Jose,Em Exigência,?,Alto Risco,5611201.0,160.0,561120101.0,"Restaurantes e similares com fornecimento de música
(uso de som amplificado)",Baixo Risco B,PRODUTOS,ALIMENTOS,Centro-Sul,Canaã,Baixo,Em processo,"{5611-2/01.01,4721-1/04,4723-7/00,4729-6/99,5620-1/04,5611-2/03,5620-1/01,5611-2/01.02,5620-1/02,5620-1/03}"
3792776000180.0,590.0,Nova Cidade,Aguardando Solicitação,?,Baixo Risco,4712100.0,127.0,471210000.0,"Comércio varejista de mercadorias em geral, com predominância de produtos
alimentícios - minimercados, mercearias e armazéns",Baixo Risco B,PRODUTOS,ALIMENTOS,Norte,Canaã,Baixo,Não Licenciados,{4712-1/00}
18012659000123.0,591.0,Nova Esperanca,Aguardando Solicitação,?,Baixo Risco,4729699.0,136.0,472969900.0,"Comércio varejista de produtos alimentícios em geral ou especializado em produtos alimentícios não
especificados anteriormente",Baixo Risco B,PRODUTOS,ALIMENTOS,Oeste,Canaã,Baixo,Não Licenciados,{4729-6/99}
27444402000212.0,11271.0,Centro,Emitido,2020-10-19 00:00:00,Alto Risco,4772500.0,140.0,477250000.0,"Comércio varejista de cosméticos, produtos de perfumaria e de higiene pessoal",Baixo Risco B,PRODUTOS,COSMÉTICOS,Sul,Canaã,Baixo,Licenciados,"{4772-5/00,4773-3/00,4771-7/01}"
23408105000180.0,594.0,Compensa,Aguardando Solicitação,?,Baixo Risco,4723700.0,133.0,472370000.0,Comércio varejista de bebidas,Baixo Risco B,PRODUTOS,ALIMENTOS,Oeste,Canaã,Baixo,Não Licenciados,"{4723-7/00,4712-1/00,4724-5/00,4721-1/03,4722-9/01}"
84521053005964.0,15183.0,Sao Jorge,Emitido,2021-03-24 00:00:00,Alto Risco,4772500.0,140.0,477250000.0,"Comércio varejista de cosméticos, produtos de perfumaria e de higiene pessoal",Baixo Risco B,PRODUTOS,COSMÉTICOS,Oeste,Canaã,Baixo,Licenciados,"{4772-5/00,4713-0/02,4773-3/00,4771-7/01}"
14870057000156.0,597.0,Praça 14 de Janeiro,Aguardando Solicitação,?,Baixo Risco,8630503.0,203.0,863050300.0,Atividade médica ambulatorial restrita a consultas,Baixo Risco B,SERVIÇOS,ASSISTÊNCIA À SAÚDE,Sul,Canaã,Baixo,Não Licenciados,{8630-5/03}
21019965000104.0,598.0,Adrianópolis,Emitido,2020-03-16 00:00:00,Baixo Risco,5620103.0,170.0,562010300.0,Cantinas - serviços de alimentação privativos,Baixo Risco B,PRODUTOS,ALIMENTOS,Centro-Sul,Canaã,Baixo,Licenciados,{5620-1/03}
4271250000117.0,599.0,Gloria,Aguardando Solicitação,?,Baixo Risco,4712100.0,127.0,471210000.0,"Comércio varejista de mercadorias em geral, com predominância de produtos
alimentícios - minimercados, mercearias e armazéns",Baixo Risco B,PRODUTOS,ALIMENTOS,Oeste,Canaã,Baixo,Não Licenciados,{4712-1/00}
