CNPJ;ProtocoloId2;Bairro;Documento;Situação;Atividades;Data da Emissão;Grau de Risco;Principal Atividade
12450296000121;1536;Japim;Licença Sanitária;Aguardando Solicitação;{7112-0/00.01,7119-7/99.99,8599-6/04,3701-1/00,7490-1/99.99,8299-7/99.99};;Baixo Risco;7112000
30735181000165;1537;N. S. Aparecida;Certidão de Aprovação de Projeto junto a Vigilância Sanitária;Aguardando Solicitação;{8630-5/01,8630-5/03,8630-5/02};;Alto Risco;8630501
31377280000185;1538;Chapada;Certidão de Aprovação de Projeto junto a Vigilância Sanitária;Aguardando Solicitação;{9602-5/02.01};;;9602502
29568275000299;1539;Centro;Licença Sanitária;Indeferido;{8513-9/00,8520-1/00.01,8512-1/00,8511-2/00};;Alto Risco;8513900
14182837000103;13751;Cidade Nova;Licença Sanitária;Indeferido;{5620-1/04,5620-1/01};;Alto Risco;5620104
13618980000132;4021;Flores;Licença Sanitária;Emitido;{4757-1/00};30/04/2019;Baixo Risco;4757100
27697869000193;1542;Centro;Licença Sanitária;Emitido Automaticamente;{4759-8/01,4755-5/03,4755-5/02,4755-5/01};28/10/2020;Baixo Risco;4759801
5814655000117;1543;Centro;Licença Sanitária;Aguardando Solicitação;{4783-1/02,4781-4/00,4789-0/03,4789-0/01,4772-5/00,4782-2/01,4789-0/05,4763-6/01,4755-5/03,4755-5/02,4763-6/02,4761-0/01,4761-0/03,4782-2/02,4755-5/01};;Baixo Risco;4783102
30800524000128;1544;Centro;Licença Sanitária;Aguardando Solicitação;{4930-2/04.01,4930-2/01.99,4930-2/02,5250-8/04};;Baixo Risco;4930204
7474293000198;11742;Sao Jose;Licença Sanitária;Emitido;{8640-2/02};11/02/2021;Alto Risco;8640202
8042693000197;1546;Crespo;Licença Sanitária;Aguardando Solicitação;{8230-0/01.01,8230-0/02,5620-1/02,5620-1/03,7729-2/02};;Baixo Risco;8230001
30807532000104;1547;Flores;Licença Sanitária;Indeferido;{4789-0/04,9609-2/08,4771-7/04};;Baixo Risco;4789004
30271139000130;14655;Cidade de Deus;Licença Sanitária;Emitido Sob Inspeção;{4930-2/02.01,4930-2/01.99,4724-5/00};28/01/2021;Baixo Risco;4930202
30654544000138;1549;Centro;Licença Sanitária;Aguardando Solicitação;{8599-6/99,8593-7/00};;Baixo Risco;8599699
3021377000115;1550;N. S. Aparecida;Licença Sanitária;Aguardando Solicitação;{5611-2/03};;Baixo Risco;5611203
11436802000165;1551;Adrianópolis;Certidão de Aprovação de Projeto junto a Vigilância Sanitária;Aguardando Solicitação;{8630-5/03};;Baixo Risco;8630503
34763227001344;1552;Flores;Licença Sanitária;Emitido;{4729-6/02,4789-0/01,4772-5/00,4773-3/00,4771-7/01};21/11/2018;Alto Risco;4729602
6157323000170;1553;Crespo;Licença Sanitária;Aguardando Solicitação;{9319-1/99.99,9311-5/00,7319-0/99.99,9319-1/01.01,9313-1/00};;Baixo Risco;9319199
4516398000174;1554;Centro;Licença Sanitária;Aguardando Solicitação;{4530-7/04,4759-8/99.99,4783-1/02,4783-1/01,4781-4/00,4774-1/00,4530-7/03,4649-4/99.02,4742-3/00,4789-0/07,4721-1/04,4789-0/03,4723-7/00,4763-6/03,4756-3/00,4789-0/01,4752-1/00,4782-2/01,4789-0/08,4789-0/99.16,4679-6/03,4763-6/04,4754-7/02,4789-0/99.06,4757-1/00,4661-3/00,4789-0/99.99,5611-2/03,4763-6/01,4755-5/03,4755-5/02,4753-9/00,4789-0/99.03,4785-7/01,4763-6/05,4763-6/02,4761-0/01,4754-7/03,4662-1/00,4761-0/03,4782-2/02,4649-4/06,4652-4/00,4744-0/03,4665-6/00,4689-3/99.04,4762-8/00,4744-0/01,4729-6/01,4669-9/99,4646-0/01,4744-0/05,4637-1/06,4649-4/01,4759-8/99.06,4754-7/01,4751-2/01,4642-7/02,4663-0/00,4649-4/08};;Alto Risco;4530704
9293059000190;1555;N. S. Das Gracas;Licença Sanitária;Aguardando Solicitação;{5611-2/03,4721-1/02};;Baixo Risco;5611203
30797061000192;7925;Cidade Nova;Licença Sanitária;Emitido;{8630-5/03,8650-0/03.02,8650-0/03.01};23/01/2020;Baixo Risco;8630503
17408054000193;1557;Alvorada;Licença Sanitária;Indeferido;{4782-2/01,4712-1/00,4753-9/00,4754-7/01};;Baixo Risco;4782201
30545477000113;1558;Compensa;Licença Sanitária;Aguardando Solicitação;{9602-5/01};;Baixo Risco;9602501
15547556000170;1559;Centro;Licença Sanitária;Aguardando Solicitação;{4781-4/00,6209-1/00,4752-1/00,4772-5/00,9511-8/00.01,6319-4/00.01,4753-9/00,1821-1/00,8599-6/04,7020-4/00.01,5250-8/01,6920-6/01,4754-7/01,4751-2/01,4617-6/00,6311-9/00.01};;Baixo Risco;4781400
30797876000171;1560;Gilberto Mestrinho;Licença Sanitária;Aguardando Solicitação;{4729-6/99};;Baixo Risco;4729699
23786401000114;1561;N. S. Das Gracas;Certidão de Aprovação de Projeto junto a Vigilância Sanitária;Aguardando Solicitação;{8291-1/00,9602-5/02.01,7319-0/03,8219-9/99};;;8291100
30754350000104;1562;Centro;Licença Sanitária;Aguardando Solicitação;{5611-2/03};;Baixo Risco;5611203
30690665000135;1563;Flores;Licença Sanitária;Aguardando Solicitação;{7112-0/00.01,4742-3/00,4789-0/07,4789-0/05,4743-1/00,4741-5/00,4322-3/02.01,8121-4/00,4330-4/03,4330-4/99.01,4744-0/99,4744-0/01,4399-1/03,4330-4/05.01,4321-5/00.01,4330-4/04,4322-3/01};;Baixo Risco;7112000
22161047000170;1565;Parque Dez de Novembro;Certidão de Aprovação de Projeto junto a Vigilância Sanitária;Aguardando Solicitação;{8630-5/03,8650-0/03.01};;Baixo Risco;8630503
3776255000724;1566;Crespo;Licença Sanitária;Emitido Automaticamente;{8599-6/99};16/10/2020;Baixo Risco;8599699
30757982000121;1567;Novo Aleixo;Licença Sanitária;Aguardando Solicitação;{4729-6/99,4789-0/04,4755-5/02,4771-7/04};;Baixo Risco;4729699
13629180000117;1568;Jorge Teixeira;Licença Sanitária;Aguardando Solicitação;{4789-0/05,4721-1/03};;Baixo Risco;4789005
27172191000397;8247;Gilberto Mestrinho;Licença Sanitária;Emitido;{5620-1/01};25/11/2020;Alto Risco;5620101
30761382000137;1570;Zumbi dos Palmares;Licença Sanitária;Aguardando Solicitação;{4781-4/00,4772-5/00,4782-2/01};;Baixo Risco;4781400
23712299000102;1571;Centro;Licença Sanitária;Aguardando Solicitação;{4774-1/00};;Baixo Risco;4774100
21082072000103;9178;Adrianópolis;Licença Sanitária;Emitido Automaticamente;{4729-6/99,4763-6/02};18/02/2020;Baixo Risco;4729699
3776255000210;13000;Cachoeirinha;Licença Sanitária;Emitido Sob Inspeção;{8599-6/99};16/10/2020;Baixo Risco;8599699
16987120000164;12629;N. S. Das Gracas;Licença Sanitária;Emitido Automaticamente;{5611-2/04,5611-2/01.02};02/10/2020;Baixo Risco;5611204
3035298000163;1575;Cachoeirinha;Licença Sanitária;Aguardando Solicitação;{1091-1/01};;Alto Risco;1091101
15734068000171;1576;Cachoeirinha;Licença Sanitária;Aguardando Solicitação;{3250-7/06,8630-5/04};;Alto Risco;3250706
7039428000278;1577;Monte Das Oliveira;Licença Sanitária;Aguardando Solicitação;{5590-6/03};;Baixo Risco;5590603
30632733000100;10525;N. S. Das Gracas;Certidão de Aprovação de Projeto junto a Vigilância Sanitária;Em Exigência;{8630-5/03,8650-0/01,8630-5/02};;Alto Risco;8630503
21134722000109;1579;Centro;Licença Sanitária;Emitido Sob Inspeção;0;11/08/2020;Baixo Risco;0
20210608000158;1580;Praça 14 de Janeiro;Certidão de Aprovação de Projeto junto a Vigilância Sanitária;Aguardando Solicitação;{8630-5/04};;Alto Risco;8630504
17660615000147;1581;Aleixo;Licença Sanitária;Emitido;{4774-1/00,9529-1/99.99,4649-4/99.07};07/06/2019;Baixo Risco;4774100
4131668000129;1582;N. S. Aparecida;Licença Sanitária;Aguardando Solicitação;{4721-1/03};;Baixo Risco;4721103
30815376000115;1583;Centro;Licença Sanitária;Indeferido;{5590-6/03};;Baixo Risco;5590603
27653418000235;1584;Centro;Certidão de Aprovação de Projeto junto a Vigilância Sanitária;Em Exigência;{8640-2/02,4771-7/02,4771-7/01,8640-2/01};;Alto Risco;8640202
30949025000105;1585;Cidade Nova;Licença Sanitária;Aguardando Solicitação;{4722-9/02};;Baixo Risco;4722902
13763431000151;1586;Sao Jose;Licença Sanitária;Aguardando Solicitação;{4712-1/00,4761-0/03};;Baixo Risco;4712100
30878033000108;1587;Flores;Licença Sanitária;Aguardando Solicitação;{4635-4/01,4631-1/00,4637-1/99,4623-1/01.01,4637-1/02,4635-4/02,4679-6/99,4649-4/99.99,4637-1/03,4646-0/02,4632-0/02,4691-5/00,4639-7/01,4637-1/05,4649-4/08,4637-1/04};;Alto Risco;4635401
9545405000180;1588;Aleixo;Licença Sanitária;Aguardando Solicitação;{4618-4/99,4754-7/02,4712-1/00,1092-9/00,4761-0/03,4744-0/99};;;4618499
17311186000100;1589;Raiz;Licença Sanitária;Aguardando Solicitação;{4763-6/02,9313-1/00,8591-1/00};;Baixo Risco;4763602
15328264000146;1590;Parque Dez de Novembro;Licença Sanitária;Aguardando Solicitação;{4783-1/01,4781-4/00,4789-0/01,4772-5/00,4782-2/01,4782-2/02};;Baixo Risco;4783101
24636249000156;1591;N. S. Das Gracas;Licença Sanitária;Aguardando Solicitação;{4618-4/99,4723-7/00,4772-5/00,5611-2/03,4619-2/00,5611-2/02.01,9602-5/01};;Baixo Risco;4618499
13039467000197;4144;Sao Jorge;Licença Sanitária;Aguardando Solicitação;{4772-5/00,4724-5/00};;Baixo Risco;4772500
18071821000184;1593;Japim;Licença Sanitária;Em Exigência;{4781-4/00,4772-5/00};;Baixo Risco;4781400
9268553000102;1594;Cidade Nova;Licença Sanitária;Aguardando Solicitação;{4742-3/00,9521-5/00.01,9511-8/00.01,4729-6/99,9512-6/00.01,4741-5/00,8211-3/00,7312-2/00.01,4761-0/03,4744-0/99,4744-0/01,8130-3/00,4761-0/02,4321-5/00.01};;Baixo Risco;4742300
30659793000116;1595;Sao Raimundo;Licença Sanitária;Aguardando Solicitação;{4729-6/99,5620-1/04};;Baixo Risco;4729699
9004972000129;2204;Nova Esperanca;Licença Sanitária;Aguardando Solicitação;{4729-6/99,7020-4/00.01};;Baixo Risco;4729699
15808207000164;1597;Vila da Prata;Licença Sanitária;Aguardando Solicitação;{4711-3/01,4712-1/00,5620-1/02};;Baixo Risco;4711301
19846862000168;1598;Tarumã;Licença Sanitária;Indeferido;{4772-5/00,4771-7/01};;Alto Risco;4772500
30381759000122;1599;Flores;Certidão de Aprovação de Projeto junto a Vigilância Sanitária;Aguardando Solicitação;{8630-5/04};;Alto Risco;8630504
9182640000134;1600;Da Paz;Licença Sanitária;Emitido;{8630-5/04};20/12/2018;Alto Risco;8630504
306403000163;9258;Cachoeirinha;Licença Sanitária;Emitido Automaticamente;{5620-1/02};26/02/2020;Baixo Risco;5620102
26527494000150;1602;Compensa;Licença Sanitária;Emitido;{4723-7/00};09/03/2020;Baixo Risco;4723700
31120142000116;1603;Parque Dez de Novembro;Licença Sanitária;Aguardando Solicitação;{5611-2/03};;Baixo Risco;5611203
7976315000380;14882;Centro;Licença Sanitária;Emitido;{4772-5/00,4771-7/03,4771-7/02};15/03/2021;Alto Risco;4772500
30959288000197;1605;D. Pedro;Licença Sanitária;Aguardando Solicitação;{4721-1/04,4712-1/00,4724-5/00,4721-1/03,4722-9/01};;Baixo Risco;4721104
2816434000190;1606;Da Paz;Licença Sanitária;Aguardando Solicitação;{4721-1/02};;Baixo Risco;4721102
5042725000166;1607;N. S. Das Gracas;Licença Sanitária;Aguardando Solicitação;{4729-6/99};;Baixo Risco;4729699
30838066000116;1608;Colônia Antônio Aleixo;Licença Sanitária;Aguardando Solicitação;{4721-1/04,4772-5/00,4771-7/03,4773-3/00,4771-7/01};;Alto Risco;4721104
10632838000151;1609;Flores;Certidão de Aprovação de Projeto junto a Vigilância Sanitária;Em Exigência;{7711-0/00,8630-5/03,7732-2/01,8610-1/02,8630-5/01,8630-5/04,7719-5/99};;Alto Risco;7711000
29034182000101;1610;Nova Cidade;Licença Sanitária;Aguardando Solicitação;{4723-7/00,4520-0/06,4712-1/00,4784-9/00.01,4744-0/99,4729-6/01};;Baixo Risco;4723700
30838514000181;1611;Compensa;Licença Sanitária;Aguardando Solicitação;{8592-9/01,8599-6/04,9313-1/00,8591-1/00};;Baixo Risco;8592901
23763880000153;1612;Cachoeirinha;Licença Sanitária;Aguardando Solicitação;{4723-7/00,4721-1/03};;Baixo Risco;4723700
30878562000101;1613;N. S. Aparecida;Licença Sanitária;Aguardando Solicitação;{0724-3/01,7311-4/00.01,5620-1/02,7410-2/02};;Baixo Risco;724301
30724842000157;1614;Flores;Licença Sanitária;Aguardando Solicitação;{4723-7/00};;Baixo Risco;4723700
3072229000120;1615;Sao Jose;Licença Sanitária;Aguardando Solicitação;{4712-1/00};;Baixo Risco;4712100
28143414000199;1616;Cidade de Deus;Licença Sanitária;Aguardando Solicitação;{4772-5/00,4755-5/03,4755-5/02,4713-0/02};;Baixo Risco;4772500
30837698000165;1617;Colônia Santo Antônio;Licença Sanitária;Aguardando Solicitação;{4729-6/99,4724-5/00,4722-9/02};;Baixo Risco;4729699
22796282000118;1618;Sao  Francisco;Licença Sanitária;Indeferido;{4772-5/00,5232-0/00,5250-8/03.01,5250-8/04,5250-8/01};;Baixo Risco;4772500
28978598000107;1619;Santo Agostinho;Licença Sanitária;Aguardando Solicitação;{5620-1/01};;Alto Risco;5620101
24226758000100;16172;Coroado;Licença Sanitária;Em análise;{4789-0/04,9609-2/08,4771-7/04,9609-2/07,7500-1/00.04};;;4789004
26277931000397;11939;Tarumã;Licença Sanitária;Emitido Sob Inspeção;{5611-2/01.03,5611-2/03};26/08/2020;Baixo Risco;5611201
10225980000184;1622;Novo Aleixo;Licença Sanitária;Aguardando Solicitação;{4721-1/04,4723-7/00,4721-1/03,4721-1/02};;Baixo Risco;4721104
3649111000111;1623;Distrito Industrial;Licença Sanitária;Aguardando Solicitação;{5611-2/01.01,4635-4/99,4723-7/00,9001-9/99.99,4637-1/99,4634-6/01,4721-1/03,4722-9/02,4722-9/01,4617-6/00,5611-2/02.01,4635-4/03};;;5611201
30871832000144;1624;São Jorge;Licença Sanitária;Aguardando Solicitação;{4930-2/04.01,4930-2/02,4930-2/01.01,5229-0/99.99};;Alto Risco;4930204
8887683000152;1625;Parque Dez de Novembro;Licença Sanitária;Aguardando Solicitação;0;;Baixo Risco;0
7976315000460;12242;Tancredo Neves;Licença Sanitária;Emitido;{4771-7/02};16/12/2020;Alto Risco;4771702
28142467000195;1627;Compensa;Licença Sanitária;Aguardando Solicitação;{5611-2/03};;Baixo Risco;5611203
11318529000174;1628;Sao Raimundo;Licença Sanitária;Aguardando Solicitação;{4712-1/00};;Baixo Risco;4712100
30637857000188;1629;Japim;Licença Sanitária;Aguardando Solicitação;{4781-4/00,4721-1/04,4723-7/00,4782-2/01,4712-1/00,4789-0/05,4763-6/01,4755-5/03,4724-5/00,4755-5/02,4763-6/02,4721-1/03,4722-9/01};;Baixo Risco;4781400
3887831001359;1630;Tarumã;Licença Sanitária;Aguardando Solicitação;{5250-8/05,5120-0/00.01,4930-2/01.99,4930-2/02,5120-0/00.02,4930-2/01.02,8211-3/00,4930-2/01.01,4930-2/03.01,5250-8/03.02,5211-7/99,5250-8/03.01,5250-8/04,5212-5/00,4930-2/03.02};;Alto Risco;5250805
23294474000199;13700;Redenção;Licença Sanitária;Emitido Automaticamente;{4774-1/00};23/11/2020;Baixo Risco;4774100
30861111000153;1632;Cidade Nova;Certidão de Aprovação de Projeto junto a Vigilância Sanitária;Aguardando Solicitação;{8610-1/02};;Alto Risco;8610102
34553511000152;12127;Colônia Oliveira Machado;Licença Sanitária;Em análise;{4772-5/00,4771-7/03,4771-7/01};;Alto Risco;4772500
30795895000169;1634;Monte Das Oliveira;Licença Sanitária;Aguardando Solicitação;{4781-4/00,4712-1/00,4789-0/99.99,4763-6/01,4755-5/03,4755-5/02,4713-0/02};;Baixo Risco;4781400
2905110111035;8260;Distrito Industrial;Licença Sanitária;Em análise;{5620-1/01};;Alto Risco;5620101
84658269000150;8944;N. S. Das Gracas;Licença Sanitária;Emitido Automaticamente;{5611-2/01.02};10/02/2020;Baixo Risco;5611201
24740263000103;1637;Alvorada;Licença Sanitária;Aguardando Solicitação;{4712-1/00};;Baixo Risco;4712100
25296865000178;1638;Flores;Licença Sanitária;Aguardando Solicitação;0;;Baixo Risco;0
29385345000192;1639;Sao Jorge;Licença Sanitária;Aguardando Solicitação;{5620-1/04,5620-1/01,5611-2/01.02};;Alto Risco;5620104
253703000121;14018;N. S. Das Gracas;Licença Sanitária;Emitido Sob Inspeção;{5611-2/01.03};09/12/2020;Baixo Risco;5611201
30959247000109;1641;Sao  Francisco;Licença Sanitária;Aguardando Solicitação;{4772-5/00};;Baixo Risco;4772500
17867955000143;1642;Jorge Teixeira;Licença Sanitária;Aguardando Solicitação;{4635-4/01,4723-7/00,4789-0/99.99,4784-9/00.05,4713-0/02};;Baixo Risco;4635401
24100089000126;1643;Aleixo;Licença Sanitária;Emitido;{5611-2/01.01,4723-7/00,4729-6/99,5620-1/04,5611-2/03,8230-0/01.01,5620-1/01,5611-2/02.02,8230-0/02,4729-6/01,5620-1/02,9329-8/99.01};28/04/2020;Alto Risco;5611201
30257707000149;1644;Gilberto Mestrinho;Licença Sanitária;Aguardando Solicitação;{4772-5/00,4789-0/99.99,4771-7/01};;Alto Risco;4772500
29143623000103;1645;Adrianópolis;Certidão de Aprovação de Projeto junto a Vigilância Sanitária;Aguardando Solicitação;0;;Baixo Risco;0
26884158000165;1646;Cachoeirinha;Certidão de Aprovação de Projeto junto a Vigilância Sanitária;Aguardando Solicitação;{8630-5/03,8630-5/02,8630-5/99};;Alto Risco;8630503
84104157000157;1647;Tancredo Neves;Licença Sanitária;Emitido;{8599-6/01};03/08/2018;Baixo Risco;8599601
24648632000124;1648;Cidade de Deus;Licença Sanitária;Em Exigência;{9313-1/00};;Baixo Risco;9313100
28890256000130;1649;Santa Luzia;Licença Sanitária;Aguardando Solicitação;{8513-9/00,8512-1/00};;Baixo Risco;8513900
30846758000106;1650;Petrópolis;Licença Sanitária;Aguardando Solicitação;{4729-6/99,4789-0/99.99,4789-0/05,4761-0/03};;Baixo Risco;4729699
19541717000179;1651;Sao Jose;Licença Sanitária;Aguardando Solicitação;{4722-9/01};;Baixo Risco;4722901
4739000000320;15989;Adrianópolis;Licença Sanitária;Emitido Sob Inspeção;{5611-2/03,5611-2/01.02};05/05/2021;Baixo Risco;5611203
24939897000181;1653;Japim;Licença Sanitária;Aguardando Solicitação;{4729-6/99};;Baixo Risco;4729699
27552830000269;1654;Armando Mendes;Licença Sanitária;Indeferido;{9313-1/00};;Baixo Risco;9313100
27552830000188;1655;São Lázaro;Licença Sanitária;Emitido;{9313-1/00};25/01/2019;Baixo Risco;9313100
19540303000125;1656;Cidade de Deus;Licença Sanitária;Aguardando Solicitação;{4712-1/00};;Baixo Risco;4712100
30822490000172;1657;Alvorada;Licença Sanitária;Aguardando Solicitação;{4783-1/02,4783-1/01,4781-4/00,4723-7/00,4782-2/01,4789-0/99.05,4755-5/02,4789-0/99.03,4754-7/03,4782-2/02,4784-9/00.03};;Baixo Risco;4783102
63736334000148;6780;Centro;Licença Sanitária;Emitido;{4664-8/00.01,4645-1/01,3312-1/03,6311-9/00.01};04/02/2020;Alto Risco;4664800
4526992000146;1659;Distrito Industrial;Licença Sanitária;Emitido;{4686-9/02,2222-6/00};01/04/2020;Alto Risco;4686902
23512274000165;1660;Adrianópolis;Licença Sanitária;Aguardando Solicitação;{4783-1/02,4781-4/00,4774-1/00,4789-0/01,4782-2/01,4782-2/02};;Baixo Risco;4783102
14943579000211;1661;N. S. Das Gracas;Licença Sanitária;Aguardando Solicitação;{4721-1/04,4729-6/99};;Baixo Risco;4721104
23046122000114;1662;Monte Das Oliveira;Licença Sanitária;Emitido;{4712-1/00};31/07/2018;Baixo Risco;4712100
27195040000192;1663;Planalto;Licença Sanitária;Aguardando Solicitação;{4789-0/04};;Baixo Risco;4789004
31010164000123;1664;Cachoeirinha;Licença Sanitária;Aguardando Solicitação;{5611-2/01.02};;Baixo Risco;5611201
17557801000155;1665;Alvorada;Licença Sanitária;Aguardando Solicitação;{7112-0/00.01,4312-6/00,4311-8/02,7732-2/01,4120-4/00.01,4292-8/01.01,4330-4/01,4319-3/00,4399-1/99.99,8111-7/00.01,8129-0/00.01,4213-8/00.01,8121-4/00,4311-8/01,4679-6/99,4330-4/99.01,4744-0/02,4292-8/02,4291-0/00.01,2330-3/04,2511-0/00.01,4399-1/01,7820-5/00,7111-1/00,4313-4/00,7830-2/00,4399-1/05,4330-4/02.01,4321-5/00.01,4330-4/04,4391-6/00.01,4322-3/03.01,4322-3/01};;;7112000
2887466000186;14639;Chapada;Licença Sanitária;Em análise;{8630-5/03,8630-5/02};;Alto Risco;8630503
9106912000117;12109;Centro;Licença Sanitária;Emitido Sob Inspeção;{5590-6/03};02/09/2020;Baixo Risco;5590603
30832671000180;1668;Compensa;Licença Sanitária;Aguardando Solicitação;{4729-6/99,5611-2/03};;Baixo Risco;4729699
21965486000172;1669;Sao Jose;Licença Sanitária;Aguardando Solicitação;{4789-0/04,9609-2/07,9609-2/08,4771-7/04};;Baixo Risco;4789004
22997933000138;15232;Redenção;Licença Sanitária;Em análise;{4772-5/00,4774-1/00,4721-1/04,4729-6/99,4773-3/00,4771-7/01};;Alto Risco;4772500
27911490000134;1671;Sao Raimundo;Licença Sanitária;Aguardando Solicitação;{4783-1/02,4783-1/01,4781-4/00,4789-0/01,4782-2/01,4755-5/02,4782-2/02,9602-5/01};;Baixo Risco;4783102
30858068000177;1672;Nova Esperanca;Certidão de Aprovação de Projeto junto a Vigilância Sanitária;Aguardando Solicitação;{3250-7/06,8630-5/04};;Alto Risco;3250706
84122399000173;15657;Centro;Licença Sanitária;Emitido Automaticamente;{8650-0/02,8630-5/03,4773-3/00,8630-5/99,8650-0/04};13/04/2021;;8650002
97528660000181;1674;Adrianópolis;Licença Sanitária;Emitido;{4723-7/00,4724-5/00,4721-1/03};05/11/2018;Baixo Risco;4723700
24698044000103;1675;Lírio do Vale;Licença Sanitária;Aguardando Solicitação;{4724-5/00,4722-9/01};;Baixo Risco;4724500
30861180000167;1676;Raiz;Certidão de Aprovação de Projeto junto a Vigilância Sanitária;Aguardando Solicitação;{8650-0/05,8650-0/03.01};;Baixo Risco;8650005
30734621000160;1677;Parque Dez de Novembro;Licença Sanitária;Aguardando Solicitação;{8291-1/00};;Baixo Risco;8291100
30589936000160;1678;Cachoeirinha;Certidão de Aprovação de Projeto junto a Vigilância Sanitária;Aguardando Solicitação;{9602-5/02.01,8650-0/04};;;9602502
4452371000165;1679;Área rural de Manaus;Licença Sanitária;Aguardando Solicitação;{8292-0/00,0210-1/07.01,6810-2/01,4724-5/00,6810-2/03,0162-8/99.99,0810-0/06,4110-7/00,0600-0/03,4671-1/00,0230-6/00.99};;;8292000
13845899000195;1680;Tancredo Neves;Licença Sanitária;Indeferido;{4729-6/99,5611-2/03,5611-2/01.02};;Baixo Risco;4729699
84124304000150;1681;Alvorada;Licença Sanitária;Em Exigência;{4723-7/00,4712-1/00,4724-5/00,4721-1/03,4722-9/01};;Baixo Risco;4723700
27115851000136;1682;Monte Das Oliveira;Licença Sanitária;Aguardando Solicitação;{4781-4/00,4721-1/04,4723-7/00,4772-5/00,4712-1/00,5611-2/03,4755-5/03,4724-5/00,4755-5/02,4721-1/03,4744-0/99,4722-9/01,4721-1/02,4330-4/04};;Baixo Risco;4781400
26719417000100;1683;Monte Das Oliveira;Licença Sanitária;Indeferido;{4774-1/00};;Baixo Risco;4774100
30807901000231;1684;Cidade Nova;Licença Sanitária;Aguardando Solicitação;{4729-6/99,4763-6/02,9319-1/01.01,9313-1/00,8591-1/00};;Baixo Risco;4729699
30981309000170;1685;Centro;Certidão de Aprovação de Projeto junto a Vigilância Sanitária;Em Exigência;{3250-7/06,8630-5/04};;Alto Risco;3250706
9458768000188;1686;Parque Dez de Novembro;Licença Sanitária;Aguardando Solicitação;{4712-1/00};;Baixo Risco;4712100
29285283000147;1687;Centro;Licença Sanitária;Aguardando Solicitação;{4639-7/01};;Baixo Risco;4639701
8845524000195;3707;Centro;Licença Sanitária;Emitido;{8630-5/04};11/12/2019;Alto Risco;8630504
21690519000119;1689;D. Pedro;Certidão de Aprovação de Projeto junto a Vigilância Sanitária;Aguardando Solicitação;{8630-5/03,9602-5/02.01,8650-0/04};;;8630503
30758319000141;1690;Sao Jose;Certidão de Aprovação de Projeto junto a Vigilância Sanitária;Aguardando Solicitação;{8630-5/04};;Alto Risco;8630504
30984121000186;1691;Nova Cidade;Licença Sanitária;Em Exigência;{4772-5/00,4729-6/99,4773-3/00,4771-7/01};;Alto Risco;4772500
22477195000106;1692;N. S. Das Gracas;Licença Sanitária;Emitido;{5611-2/01.01};14/07/2020;Baixo Risco;5611201
13661479000159;1693;Centro;Licença Sanitária;Aguardando Solicitação;{4783-1/01,4781-4/00,4643-5/02,4756-3/00,4752-1/00,4772-5/00,4789-0/08,4649-4/02,4755-5/02,4753-9/00,4782-2/02,4652-4/00,4649-4/99.99,4755-5/01};;Baixo Risco;4783101
63644314000147;11004;Flores;Licença Sanitária;Emitido Sob Inspeção;{5611-2/01.03,4729-6/99,4722-9/02};14/07/2020;Baixo Risco;5611201
30755980000101;13697;Crespo;Licença Sanitária;Emitido;{8630-5/04};07/04/2021;Alto Risco;8630504
30703924000115;1696;Jorge Teixeira;Licença Sanitária;Aguardando Solicitação;{4723-7/00,4772-5/00,4729-6/99,4724-5/00,4755-5/02,4721-1/03,4722-9/01};;Baixo Risco;4723700
30949384000154;1697;Centro;Licença Sanitária;Aguardando Solicitação;{4774-1/00};;Baixo Risco;4774100
30704818000156;1698;Centro;Licença Sanitária;Aguardando Solicitação;{4723-7/00,5611-2/03};;Baixo Risco;4723700
30898488000187;1699;Compensa;Licença Sanitária;Aguardando Solicitação;{4712-1/00,5611-2/03,4722-9/01};;Baixo Risco;4712100
4010155000160;15742;Colônia Oliveira Machado;Licença Sanitária;Em análise;{4772-5/00,4771-7/03,4773-3/00,4771-7/01};;Alto Risco;4772500
31354663000138;1701;Novo Aleixo;Licença Sanitária;Aguardando Solicitação;{4771-7/01};;Alto Risco;4771701
4957286000159;1702;Compensa;Licença Sanitária;Aguardando Solicitação;{5620-1/04,4722-9/02};;Baixo Risco;5620104
4965737000108;10752;Centro;Licença Sanitária;Emitido Sob Inspeção;{5611-2/01.03,5611-2/03,5611-2/01.02};29/06/2020;Baixo Risco;5611201
25307664000129;1704;Adrianópolis;Licença Sanitária;Aguardando Solicitação;{5611-2/03,5611-2/01.02,7020-4/00.01,7810-8/00};;Baixo Risco;5611203
4562831000108;1705;Centro;Licença Sanitária;Aguardando Solicitação;{4771-7/01};;Alto Risco;4771701
22817252000140;1706;Flores;Licença Sanitária;Aguardando Solicitação;{4722-9/02,5611-2/01.02};;Baixo Risco;4722902
21747786000185;1707;Centro;Licença Sanitária;Emitido;{4729-6/99};09/11/2018;Baixo Risco;4729699
30923103000194;1708;Adrianópolis;Certidão de Aprovação de Projeto junto a Vigilância Sanitária;Aguardando Solicitação;{4618-4/02,8630-5/04};;Alto Risco;4618402
15769163001697;12537;Centro;Licença Sanitária;Em análise;{4772-5/00,4771-7/03,4773-3/00,4771-7/01};;Alto Risco;4772500
